Age,Height,Weight,Body_Type,Index,Shape
59,175,74,Mesomorph,1,athletic
54,190,91,Mesomorph,1,athletic
70,173,85,Mesomorph,1,athletic
39,198,90,Mesomorph,1,athletic
79,187,78,Mesomorph,1,athletic
59,191,68,Mesomorph,1,athletic
29,187,88,Mesomorph,1,athletic
59,168,98,Mesomorph,1,athletic
78,181,63,Mesomorph,1,athletic
30,191,62,Mesomorph,1,athletic
28,164,88,Mesomorph,1,athletic
71,182,70,Mesomorph,1,athletic
33,164,92,Mesomorph,1,athletic
25,191,97,Mesomorph,1,athletic
57,169,70,Mesomorph,1,athletic
76,198,86,Mesomorph,1,athletic
74,174,92,Mesomorph,1,athletic
57,166,80,Mesomorph,1,athletic
62,188,98,Mesomorph,1,athletic
76,162,90,Mesomorph,1,athletic
19,178,97,Mesomorph,1,athletic
47,169,61,Mesomorph,1,athletic
47,187,86,Mesomorph,1,athletic
29,188,95,Mesomorph,1,athletic
27,174,70,Mesomorph,1,athletic
61,194,77,Mesomorph,1,athletic
28,165,60,Mesomorph,1,athletic
32,171,94,Mesomorph,1,athletic
33,197,94,Mesomorph,1,athletic
34,172,90,Mesomorph,1,athletic
43,188,87,Mesomorph,1,athletic
19,178,98,Mesomorph,1,athletic
67,162,60,Mesomorph,1,athletic
29,167,84,Mesomorph,1,athletic
68,167,97,Mesomorph,1,athletic
43,179,79,Mesomorph,1,athletic
40,163,62,Mesomorph,1,athletic
35,180,61,Mesomorph,1,athletic
79,162,77,Mesomorph,1,athletic
49,167,69,Mesomorph,1,athletic
66,182,64,Mesomorph,1,athletic
79,175,68,Mesomorph,1,athletic
55,172,61,Mesomorph,1,athletic
74,162,93,Mesomorph,1,athletic
64,168,97,Mesomorph,1,athletic
20,173,90,Mesomorph,1,athletic
55,172,69,Mesomorph,1,athletic
20,166,71,Mesomorph,1,athletic
47,174,95,Mesomorph,1,athletic
78,166,80,Mesomorph,1,athletic
18,197,65,Mesomorph,1,athletic
47,193,62,Mesomorph,1,athletic
62,181,69,Mesomorph,1,athletic
49,183,64,Mesomorph,1,athletic
45,196,85,Mesomorph,1,athletic
38,160,80,Mesomorph,1,athletic
75,169,85,Mesomorph,1,athletic
63,175,97,Mesomorph,1,athletic
30,167,85,Mesomorph,1,athletic
44,184,67,Mesomorph,1,athletic
53,171,64,Mesomorph,1,athletic
24,184,74,Mesomorph,1,athletic
39,176,75,Mesomorph,1,athletic
27,185,60,Mesomorph,1,athletic
56,173,75,Mesomorph,1,athletic
70,195,96,Mesomorph,1,athletic
32,182,62,Mesomorph,1,athletic
32,165,90,Mesomorph,1,athletic
21,164,72,Mesomorph,1,athletic
49,184,75,Mesomorph,1,athletic
40,177,80,Mesomorph,1,athletic
72,172,61,Mesomorph,1,athletic
23,173,86,Mesomorph,1,athletic
41,187,97,Mesomorph,1,athletic
37,177,85,Mesomorph,1,athletic
75,187,97,Mesomorph,1,athletic
54,186,84,Mesomorph,1,athletic
37,191,70,Mesomorph,1,athletic
29,168,67,Mesomorph,1,athletic
50,199,67,Mesomorph,1,athletic
45,191,92,Mesomorph,1,athletic
25,179,66,Mesomorph,1,athletic
18,187,97,Mesomorph,1,athletic
54,192,80,Mesomorph,1,athletic
39,163,67,Mesomorph,1,athletic
23,193,80,Mesomorph,1,athletic
78,162,79,Mesomorph,1,athletic
38,185,67,Mesomorph,1,athletic
49,167,90,Mesomorph,1,athletic
52,165,88,Mesomorph,1,athletic
32,175,68,Mesomorph,1,athletic
22,183,74,Mesomorph,1,athletic
77,198,89,Mesomorph,1,athletic
73,189,85,Mesomorph,1,athletic
63,172,69,Mesomorph,1,athletic
67,164,88,Mesomorph,1,athletic
65,184,75,Mesomorph,1,athletic
23,179,95,Mesomorph,1,athletic
42,177,79,Mesomorph,1,athletic
73,177,96,Mesomorph,1,athletic
63,161,81,Mesomorph,1,athletic
76,169,66,Mesomorph,1,athletic
73,171,82,Mesomorph,1,athletic
57,172,99,Mesomorph,1,athletic
46,170,88,Mesomorph,1,athletic
24,178,75,Mesomorph,1,athletic
57,194,97,Mesomorph,1,athletic
30,198,87,Mesomorph,1,athletic
55,185,97,Mesomorph,1,athletic
35,173,90,Mesomorph,1,athletic
19,183,73,Mesomorph,1,athletic
25,160,92,Mesomorph,1,athletic
28,181,68,Mesomorph,1,athletic
50,182,86,Mesomorph,1,athletic
71,178,83,Mesomorph,1,athletic
78,177,72,Mesomorph,1,athletic
55,171,85,Mesomorph,1,athletic
65,187,88,Mesomorph,1,athletic
44,187,87,Mesomorph,1,athletic
37,192,87,Mesomorph,1,athletic
29,178,67,Mesomorph,1,athletic
60,187,82,Mesomorph,1,athletic
78,196,88,Mesomorph,1,athletic
48,185,64,Mesomorph,1,athletic
44,194,66,Mesomorph,1,athletic
49,193,95,Mesomorph,1,athletic
78,194,86,Mesomorph,1,athletic
27,199,61,Mesomorph,1,athletic
20,175,84,Mesomorph,1,athletic
62,197,68,Mesomorph,1,athletic
44,172,86,Mesomorph,1,athletic
52,182,60,Mesomorph,1,athletic
48,181,82,Mesomorph,1,athletic
32,175,69,Mesomorph,1,athletic
33,187,84,Mesomorph,1,athletic
78,194,62,Mesomorph,1,athletic
30,167,65,Mesomorph,1,athletic
66,181,65,Mesomorph,1,athletic
52,180,61,Mesomorph,1,athletic
69,185,77,Mesomorph,1,athletic
28,199,82,Mesomorph,1,athletic
76,180,61,Mesomorph,1,athletic
38,184,71,Mesomorph,1,athletic
68,160,81,Mesomorph,1,athletic
71,165,96,Mesomorph,1,athletic
28,182,79,Mesomorph,1,athletic
47,182,98,Mesomorph,1,athletic
77,182,83,Mesomorph,1,athletic
65,191,79,Mesomorph,1,athletic
70,189,60,Mesomorph,1,athletic
52,172,60,Mesomorph,1,athletic
39,177,76,Mesomorph,1,athletic
55,182,60,Mesomorph,1,athletic
48,174,89,Mesomorph,1,athletic
31,192,62,Mesomorph,1,athletic
41,180,70,Mesomorph,1,athletic
67,198,83,Mesomorph,1,athletic
66,182,81,Mesomorph,1,athletic
49,186,85,Mesomorph,1,athletic
53,177,72,Mesomorph,1,athletic
49,183,60,Mesomorph,1,athletic
72,199,83,Mesomorph,1,athletic
32,166,69,Mesomorph,1,athletic
60,179,94,Mesomorph,1,athletic
75,186,83,Mesomorph,1,athletic
52,165,87,Mesomorph,1,athletic
20,186,95,Mesomorph,1,athletic
33,168,75,Mesomorph,1,athletic
22,190,99,Mesomorph,1,athletic
38,180,75,Mesomorph,1,athletic
78,185,76,Mesomorph,1,athletic
27,199,74,Mesomorph,1,athletic
36,172,75,Mesomorph,1,athletic
42,182,74,Mesomorph,1,athletic
21,179,93,Mesomorph,1,athletic
78,196,70,Mesomorph,1,athletic
46,187,60,Mesomorph,1,athletic
36,176,74,Mesomorph,1,athletic
60,187,85,Mesomorph,1,athletic
19,161,63,Mesomorph,1,athletic
27,184,64,Mesomorph,1,athletic
78,165,94,Mesomorph,1,athletic
60,170,72,Mesomorph,1,athletic
42,197,69,Mesomorph,1,athletic
37,165,70,Mesomorph,1,athletic
65,170,77,Mesomorph,1,athletic
36,173,93,Mesomorph,1,athletic
40,161,98,Mesomorph,1,athletic
41,199,82,Mesomorph,1,athletic
28,162,66,Mesomorph,1,athletic
63,194,98,Mesomorph,1,athletic
51,192,62,Mesomorph,1,athletic
72,183,71,Mesomorph,1,athletic
45,178,66,Mesomorph,1,athletic
22,177,85,Mesomorph,1,athletic
76,183,92,Mesomorph,1,athletic
22,194,96,Mesomorph,1,athletic
68,160,74,Mesomorph,1,athletic
38,195,61,Mesomorph,1,athletic
29,184,66,Mesomorph,1,athletic
67,193,91,Mesomorph,1,athletic
21,184,63,Mesomorph,1,athletic
71,175,79,Mesomorph,1,athletic
66,193,95,Mesomorph,1,athletic
59,188,91,Mesomorph,1,athletic
37,178,87,Mesomorph,1,athletic
55,182,72,Mesomorph,1,athletic
42,178,60,Mesomorph,1,athletic
31,184,94,Mesomorph,1,athletic
28,175,89,Mesomorph,1,athletic
49,168,95,Mesomorph,1,athletic
28,160,84,Mesomorph,1,athletic
78,178,75,Mesomorph,1,athletic
35,192,78,Mesomorph,1,athletic
44,193,60,Mesomorph,1,athletic
72,175,64,Mesomorph,1,athletic
71,199,81,Mesomorph,1,athletic
35,177,83,Mesomorph,1,athletic
73,193,96,Mesomorph,1,athletic
40,184,95,Mesomorph,1,athletic
28,165,95,Mesomorph,1,athletic
38,180,63,Mesomorph,1,athletic
61,165,95,Mesomorph,1,athletic
22,191,77,Mesomorph,1,athletic
40,198,75,Mesomorph,1,athletic
58,190,77,Mesomorph,1,athletic
76,169,81,Mesomorph,1,athletic
42,189,61,Mesomorph,1,athletic
58,177,80,Mesomorph,1,athletic
71,183,95,Mesomorph,1,athletic
27,168,98,Mesomorph,1,athletic
39,190,98,Mesomorph,1,athletic
36,174,88,Mesomorph,1,athletic
18,163,85,Mesomorph,1,athletic
24,199,80,Mesomorph,1,athletic
21,168,76,Mesomorph,1,athletic
18,168,75,Mesomorph,1,athletic
32,185,90,Mesomorph,1,athletic
57,163,68,Mesomorph,1,athletic
29,176,90,Mesomorph,1,athletic
39,175,73,Mesomorph,1,athletic
39,174,96,Mesomorph,1,athletic
67,194,61,Mesomorph,1,athletic
64,164,73,Mesomorph,1,athletic
34,164,92,Mesomorph,1,athletic
46,179,94,Mesomorph,1,athletic
63,174,98,Mesomorph,1,athletic
31,177,79,Mesomorph,1,athletic
67,161,61,Mesomorph,1,athletic
37,188,78,Mesomorph,1,athletic
67,172,96,Mesomorph,1,athletic
65,163,77,Mesomorph,1,athletic
50,169,75,Mesomorph,1,athletic
72,190,63,Mesomorph,1,athletic
76,167,71,Mesomorph,1,athletic
60,162,88,Mesomorph,1,athletic
32,168,66,Mesomorph,1,athletic
29,189,73,Mesomorph,1,athletic
57,170,71,Mesomorph,1,athletic
71,194,94,Mesomorph,1,athletic
37,196,64,Mesomorph,1,athletic
47,172,76,Mesomorph,1,athletic
55,195,91,Mesomorph,1,athletic
20,172,69,Mesomorph,1,athletic
45,171,76,Mesomorph,1,athletic
73,196,64,Mesomorph,1,athletic
43,169,68,Mesomorph,1,athletic
47,168,92,Mesomorph,1,athletic
30,166,95,Mesomorph,1,athletic
30,161,95,Mesomorph,1,athletic
19,182,77,Mesomorph,1,athletic
54,198,68,Mesomorph,1,athletic
66,199,88,Mesomorph,1,athletic
55,198,73,Mesomorph,1,athletic
19,180,84,Mesomorph,1,athletic
53,182,74,Mesomorph,1,athletic
71,188,65,Mesomorph,1,athletic
43,173,88,Mesomorph,1,athletic
28,185,74,Mesomorph,1,athletic
25,164,88,Mesomorph,1,athletic
61,190,63,Mesomorph,1,athletic
57,184,77,Mesomorph,1,athletic
60,190,98,Mesomorph,1,athletic
39,179,75,Mesomorph,1,athletic
37,176,70,Mesomorph,1,athletic
25,161,73,Mesomorph,1,athletic
46,184,62,Mesomorph,1,athletic
57,172,97,Mesomorph,1,athletic
43,198,77,Mesomorph,1,athletic
47,187,79,Mesomorph,1,athletic
34,165,84,Mesomorph,1,athletic
37,162,97,Mesomorph,1,athletic
69,194,72,Mesomorph,1,athletic
72,177,63,Mesomorph,1,athletic
33,170,73,Mesomorph,1,athletic
63,179,92,Mesomorph,1,athletic
79,164,87,Mesomorph,1,athletic
60,178,96,Mesomorph,1,athletic
24,181,67,Mesomorph,1,athletic
33,178,93,Mesomorph,1,athletic
62,175,64,Mesomorph,1,athletic
76,183,64,Mesomorph,1,athletic
64,163,90,Mesomorph,1,athletic
73,174,68,Mesomorph,1,athletic
65,184,91,Mesomorph,1,athletic
44,194,92,Mesomorph,1,athletic
70,173,62,Mesomorph,1,athletic
40,178,89,Mesomorph,1,athletic
41,197,71,Mesomorph,1,athletic
26,195,88,Mesomorph,1,athletic
52,166,62,Mesomorph,1,athletic
68,189,85,Mesomorph,1,athletic
37,178,89,Mesomorph,1,athletic
54,184,68,Mesomorph,1,athletic
59,175,85,Mesomorph,1,athletic
34,199,61,Mesomorph,1,athletic
64,167,62,Mesomorph,1,athletic
48,177,63,Mesomorph,1,athletic
72,187,84,Mesomorph,1,athletic
74,175,72,Mesomorph,1,athletic
25,178,98,Mesomorph,1,athletic
32,176,94,Mesomorph,1,athletic
48,172,82,Mesomorph,1,athletic
70,166,68,Mesomorph,1,athletic
47,186,61,Mesomorph,1,athletic
63,169,90,Mesomorph,1,athletic
37,193,61,Mesomorph,1,athletic
77,195,91,Mesomorph,1,athletic
56,184,77,Mesomorph,1,athletic
70,165,72,Mesomorph,1,athletic
72,183,64,Mesomorph,1,athletic
29,177,69,Mesomorph,1,athletic
66,182,84,Mesomorph,1,athletic
34,165,93,Mesomorph,1,athletic
59,188,96,Mesomorph,1,athletic
47,184,89,Mesomorph,1,athletic
46,176,66,Mesomorph,1,athletic
36,183,65,Mesomorph,1,athletic
63,170,62,Mesomorph,1,athletic
28,185,72,Mesomorph,1,athletic
51,193,62,Mesomorph,1,athletic
67,187,85,Mesomorph,1,athletic
24,162,83,Mesomorph,1,athletic
61,170,65,Mesomorph,1,athletic
75,197,71,Mesomorph,1,athletic
51,173,95,Mesomorph,1,athletic
76,185,61,Mesomorph,1,athletic
37,180,70,Mesomorph,1,athletic
67,198,98,Mesomorph,1,athletic
55,189,93,Mesomorph,1,athletic
41,167,85,Mesomorph,1,athletic
27,179,77,Mesomorph,1,athletic
49,191,80,Mesomorph,1,athletic
69,181,95,Mesomorph,1,athletic
32,166,99,Mesomorph,1,athletic
54,168,81,Mesomorph,1,athletic
37,160,89,Mesomorph,1,athletic
20,188,89,Mesomorph,1,athletic
54,167,67,Mesomorph,1,athletic
79,163,93,Mesomorph,1,athletic
74,194,68,Mesomorph,1,athletic
57,162,79,Mesomorph,1,athletic
25,199,99,Mesomorph,1,athletic
57,166,84,Mesomorph,1,athletic
61,186,78,Mesomorph,1,athletic
73,160,64,Mesomorph,1,athletic
40,186,70,Mesomorph,1,athletic
57,175,74,Mesomorph,1,athletic
28,197,67,Mesomorph,1,athletic
63,166,78,Mesomorph,1,athletic
25,182,82,Mesomorph,1,athletic
46,170,86,Mesomorph,1,athletic
47,192,99,Mesomorph,1,athletic
73,195,91,Mesomorph,1,athletic
77,196,85,Mesomorph,1,athletic
27,176,86,Mesomorph,1,athletic
56,194,78,Mesomorph,1,athletic
45,164,88,Mesomorph,1,athletic
66,191,98,Mesomorph,1,athletic
53,162,92,Mesomorph,1,athletic
78,194,78,Mesomorph,1,athletic
30,173,96,Mesomorph,1,athletic
49,190,78,Mesomorph,1,athletic
53,190,92,Mesomorph,1,athletic
54,176,75,Mesomorph,1,athletic
43,183,82,Mesomorph,1,athletic
39,182,66,Mesomorph,1,athletic
21,177,85,Mesomorph,1,athletic
48,173,91,Mesomorph,1,athletic
35,174,71,Mesomorph,1,athletic
55,174,67,Mesomorph,1,athletic
41,165,64,Mesomorph,1,athletic
73,186,87,Mesomorph,1,athletic
40,174,64,Mesomorph,1,athletic
39,195,85,Mesomorph,1,athletic
19,167,64,Mesomorph,1,athletic
48,174,81,Mesomorph,1,athletic
72,162,74,Mesomorph,1,athletic
28,172,72,Mesomorph,1,athletic
45,193,87,Mesomorph,1,athletic
63,183,92,Mesomorph,1,athletic
49,199,82,Mesomorph,1,athletic
79,191,92,Mesomorph,1,athletic
22,191,77,Mesomorph,1,athletic
55,189,89,Mesomorph,1,athletic
27,172,85,Mesomorph,1,athletic
57,160,75,Mesomorph,1,athletic
63,193,72,Mesomorph,1,athletic
41,174,98,Mesomorph,1,athletic
52,173,92,Mesomorph,1,athletic
61,188,85,Mesomorph,1,athletic
65,193,60,Mesomorph,1,athletic
77,177,97,Mesomorph,1,athletic
79,166,61,Mesomorph,1,athletic
40,188,65,Mesomorph,1,athletic
34,190,97,Mesomorph,1,athletic
18,184,83,Mesomorph,1,athletic
72,197,77,Mesomorph,1,athletic
48,173,86,Mesomorph,1,athletic
48,167,67,Mesomorph,1,athletic
59,186,87,Mesomorph,1,athletic
74,161,69,Mesomorph,1,athletic
72,176,76,Mesomorph,1,athletic
59,196,88,Mesomorph,1,athletic
70,173,65,Mesomorph,1,athletic
73,184,73,Mesomorph,1,athletic
51,189,81,Mesomorph,1,athletic
26,188,65,Mesomorph,1,athletic
39,179,85,Mesomorph,1,athletic
30,180,98,Mesomorph,1,athletic
42,181,71,Mesomorph,1,athletic
65,194,94,Mesomorph,1,athletic
35,196,73,Mesomorph,1,athletic
68,175,81,Mesomorph,1,athletic
29,176,82,Mesomorph,1,athletic
57,175,66,Mesomorph,1,athletic
34,161,99,Mesomorph,1,athletic
32,163,84,Mesomorph,1,athletic
59,180,72,Mesomorph,1,athletic
32,198,80,Mesomorph,1,athletic
32,193,69,Mesomorph,1,athletic
72,189,68,Mesomorph,1,athletic
56,165,74,Mesomorph,1,athletic
30,176,61,Mesomorph,1,athletic
34,198,84,Mesomorph,1,athletic
49,184,72,Mesomorph,1,athletic
26,164,93,Mesomorph,1,athletic
57,164,93,Mesomorph,1,athletic
37,179,94,Mesomorph,1,athletic
43,175,97,Mesomorph,1,athletic
44,196,62,Mesomorph,1,athletic
38,199,65,Mesomorph,1,athletic
35,168,78,Mesomorph,1,athletic
30,164,62,Mesomorph,1,athletic
33,161,77,Mesomorph,1,athletic
26,168,98,Mesomorph,1,athletic
29,195,68,Mesomorph,1,athletic
61,181,71,Mesomorph,1,athletic
55,181,64,Mesomorph,1,athletic
36,181,62,Mesomorph,1,athletic
77,193,70,Mesomorph,1,athletic
24,188,89,Mesomorph,1,athletic
74,197,63,Mesomorph,1,athletic
52,192,64,Mesomorph,1,athletic
65,177,60,Mesomorph,1,athletic
35,166,86,Mesomorph,1,athletic
33,160,87,Mesomorph,1,athletic
72,192,88,Mesomorph,1,athletic
56,160,77,Mesomorph,1,athletic
21,183,71,Mesomorph,1,athletic
76,163,72,Mesomorph,1,athletic
42,163,61,Mesomorph,1,athletic
49,177,96,Mesomorph,1,athletic
79,186,75,Mesomorph,1,athletic
57,191,83,Mesomorph,1,athletic
30,192,94,Mesomorph,1,athletic
62,187,81,Mesomorph,1,athletic
34,195,95,Mesomorph,1,athletic
66,165,70,Mesomorph,1,athletic
54,175,88,Mesomorph,1,athletic
23,193,94,Mesomorph,1,athletic
36,182,74,Mesomorph,1,athletic
30,183,90,Mesomorph,1,athletic
74,172,75,Mesomorph,1,athletic
77,177,69,Mesomorph,1,athletic
43,172,91,Mesomorph,1,athletic
31,196,61,Mesomorph,1,athletic
48,198,83,Mesomorph,1,athletic
71,176,82,Mesomorph,1,athletic
21,174,61,Mesomorph,1,athletic
77,177,97,Mesomorph,1,athletic
56,182,90,Mesomorph,1,athletic
25,189,99,Mesomorph,1,athletic
42,193,85,Mesomorph,1,athletic
30,163,88,Mesomorph,1,athletic
49,162,62,Mesomorph,1,athletic
76,166,73,Mesomorph,1,athletic
55,177,84,Mesomorph,1,athletic
55,166,60,Mesomorph,1,athletic
73,199,62,Mesomorph,1,athletic
45,165,85,Mesomorph,1,athletic
70,181,77,Mesomorph,1,athletic
47,160,68,Mesomorph,1,athletic
20,163,97,Mesomorph,1,athletic
45,188,82,Mesomorph,1,athletic
20,180,80,Mesomorph,1,athletic
62,185,60,Mesomorph,1,athletic
71,173,80,Mesomorph,1,athletic
51,168,86,Mesomorph,1,athletic
33,171,65,Mesomorph,1,athletic
39,165,95,Mesomorph,1,athletic
49,179,87,Mesomorph,1,athletic
78,183,76,Mesomorph,1,athletic
55,186,99,Mesomorph,1,athletic
25,197,62,Mesomorph,1,athletic
72,167,71,Mesomorph,1,athletic
25,160,98,Mesomorph,1,athletic
79,183,71,Mesomorph,1,athletic
74,166,61,Mesomorph,1,athletic
23,178,81,Mesomorph,1,athletic
31,181,82,Mesomorph,1,athletic
49,194,89,Mesomorph,1,athletic
52,189,64,Mesomorph,1,athletic
27,188,68,Mesomorph,1,athletic
20,181,80,Mesomorph,1,athletic
76,170,70,Mesomorph,1,athletic
29,179,64,Mesomorph,1,athletic
66,188,94,Mesomorph,1,athletic
76,193,86,Mesomorph,1,athletic
48,160,61,Mesomorph,1,athletic
46,190,83,Mesomorph,1,athletic
22,189,90,Mesomorph,1,athletic
79,177,92,Mesomorph,1,athletic
69,176,98,Mesomorph,1,athletic
42,197,89,Mesomorph,1,athletic
58,173,96,Mesomorph,1,athletic
48,182,87,Mesomorph,1,athletic
79,184,90,Mesomorph,1,athletic
38,174,70,Mesomorph,1,athletic
75,181,82,Mesomorph,1,athletic
37,162,61,Mesomorph,1,athletic
56,178,99,Mesomorph,1,athletic
39,193,86,Mesomorph,1,athletic
21,194,94,Mesomorph,1,athletic
30,160,61,Mesomorph,1,athletic
62,180,98,Mesomorph,1,athletic
59,188,96,Mesomorph,1,athletic
67,165,80,Mesomorph,1,athletic
66,196,64,Mesomorph,1,athletic
37,160,80,Mesomorph,1,athletic
69,160,88,Mesomorph,1,athletic
30,186,79,Mesomorph,1,athletic
34,180,97,Mesomorph,1,athletic
71,175,79,Mesomorph,1,athletic
53,199,84,Mesomorph,1,athletic
50,185,61,Mesomorph,1,athletic
18,175,91,Mesomorph,1,athletic
32,187,85,Mesomorph,1,athletic
30,160,65,Mesomorph,1,athletic
34,195,62,Mesomorph,1,athletic
41,169,92,Mesomorph,1,athletic
75,176,60,Mesomorph,1,athletic
25,182,64,Mesomorph,1,athletic
67,166,72,Mesomorph,1,athletic
44,166,78,Mesomorph,1,athletic
62,174,71,Mesomorph,1,athletic
40,193,84,Mesomorph,1,athletic
63,163,94,Mesomorph,1,athletic
25,173,71,Mesomorph,1,athletic
25,173,89,Mesomorph,1,athletic
76,175,64,Mesomorph,1,athletic
43,166,93,Mesomorph,1,athletic
64,191,81,Mesomorph,1,athletic
76,178,98,Mesomorph,1,athletic
30,161,72,Mesomorph,1,athletic
56,169,62,Mesomorph,1,athletic
54,176,79,Mesomorph,1,athletic
66,196,90,Mesomorph,1,athletic
45,171,64,Mesomorph,1,athletic
42,165,83,Mesomorph,1,athletic
78,181,99,Mesomorph,1,athletic
33,191,92,Mesomorph,1,athletic
72,179,67,Mesomorph,1,athletic
19,160,83,Mesomorph,1,athletic
71,165,79,Mesomorph,1,athletic
35,178,75,Mesomorph,1,athletic
34,177,71,Mesomorph,1,athletic
47,165,72,Mesomorph,1,athletic
56,192,98,Mesomorph,1,athletic
30,182,84,Mesomorph,1,athletic
49,182,91,Mesomorph,1,athletic
67,185,83,Mesomorph,1,athletic
46,172,68,Mesomorph,1,athletic
63,166,99,Mesomorph,1,athletic
47,174,82,Mesomorph,1,athletic
35,186,72,Mesomorph,1,athletic
30,185,91,Mesomorph,1,athletic
60,192,74,Mesomorph,1,athletic
38,174,95,Mesomorph,1,athletic
47,195,64,Mesomorph,1,athletic
38,186,81,Mesomorph,1,athletic
65,164,75,Mesomorph,1,athletic
72,161,69,Mesomorph,1,athletic
34,192,83,Mesomorph,1,athletic
57,175,77,Mesomorph,1,athletic
36,182,77,Mesomorph,1,athletic
69,197,66,Mesomorph,1,athletic
32,175,63,Mesomorph,1,athletic
26,173,85,Mesomorph,1,athletic
69,188,64,Mesomorph,1,athletic
27,185,75,Mesomorph,1,athletic
61,194,94,Mesomorph,1,athletic
48,174,85,Mesomorph,1,athletic
70,162,77,Mesomorph,1,athletic
40,182,88,Mesomorph,1,athletic
69,188,82,Mesomorph,1,athletic
47,193,73,Mesomorph,1,athletic
50,192,74,Mesomorph,1,athletic
74,182,92,Mesomorph,1,athletic
69,166,84,Mesomorph,1,athletic
26,162,80,Mesomorph,1,athletic
71,191,76,Mesomorph,1,athletic
64,190,82,Mesomorph,1,athletic
18,177,76,Mesomorph,1,athletic
61,166,73,Mesomorph,1,athletic
52,160,88,Mesomorph,1,athletic
28,173,79,Mesomorph,1,athletic
51,191,89,Mesomorph,1,athletic
33,165,78,Mesomorph,1,athletic
26,198,98,Mesomorph,1,athletic
49,169,72,Mesomorph,1,athletic
32,166,77,Mesomorph,1,athletic
29,185,82,Mesomorph,1,athletic
50,193,92,Mesomorph,1,athletic
62,189,98,Mesomorph,1,athletic
31,195,99,Mesomorph,1,athletic
74,180,77,Mesomorph,1,athletic
74,176,68,Mesomorph,1,athletic
25,192,92,Mesomorph,1,athletic
25,169,91,Mesomorph,1,athletic
44,171,76,Mesomorph,1,athletic
79,175,78,Mesomorph,1,athletic
29,191,86,Mesomorph,1,athletic
18,174,65,Mesomorph,1,athletic
60,186,94,Mesomorph,1,athletic
57,187,96,Mesomorph,1,athletic
59,176,93,Mesomorph,1,athletic
79,161,79,Mesomorph,1,athletic
68,195,84,Mesomorph,1,athletic
28,166,63,Mesomorph,1,athletic
56,172,69,Mesomorph,1,athletic
60,174,69,Mesomorph,1,athletic
48,184,83,Mesomorph,1,athletic
34,182,80,Mesomorph,1,athletic
50,181,70,Mesomorph,1,athletic
49,185,86,Mesomorph,1,athletic
75,192,75,Mesomorph,1,athletic
46,170,85,Mesomorph,1,athletic
38,169,89,Mesomorph,1,athletic
38,184,75,Mesomorph,1,athletic
57,196,66,Mesomorph,1,athletic
40,197,75,Mesomorph,1,athletic
73,183,94,Mesomorph,1,athletic
23,199,75,Mesomorph,1,athletic
39,192,99,Mesomorph,1,athletic
67,176,71,Mesomorph,1,athletic
55,183,94,Mesomorph,1,athletic
54,196,80,Mesomorph,1,athletic
62,161,95,Mesomorph,1,athletic
68,191,76,Mesomorph,1,athletic
71,183,91,Mesomorph,1,athletic
25,168,65,Mesomorph,1,athletic
58,163,83,Mesomorph,1,athletic
66,176,86,Mesomorph,1,athletic
52,176,79,Mesomorph,1,athletic
68,189,84,Mesomorph,1,athletic
28,199,61,Mesomorph,1,athletic
41,170,68,Mesomorph,1,athletic
66,180,87,Mesomorph,1,athletic
38,180,97,Mesomorph,1,athletic
68,177,62,Mesomorph,1,athletic
19,188,79,Mesomorph,1,athletic
57,183,65,Mesomorph,1,athletic
36,169,98,Mesomorph,1,athletic
56,176,92,Mesomorph,1,athletic
45,177,60,Mesomorph,1,athletic
76,179,96,Mesomorph,1,athletic
34,196,65,Mesomorph,1,athletic
23,177,93,Mesomorph,1,athletic
36,176,74,Mesomorph,1,athletic
73,168,85,Mesomorph,1,athletic
55,173,73,Mesomorph,1,athletic
45,188,66,Mesomorph,1,athletic
19,190,90,Mesomorph,1,athletic
55,163,83,Mesomorph,1,athletic
72,177,90,Mesomorph,1,athletic
54,179,88,Mesomorph,1,athletic
68,168,91,Mesomorph,1,athletic
69,172,76,Mesomorph,1,athletic
21,174,73,Mesomorph,1,athletic
39,186,99,Mesomorph,1,athletic
43,174,95,Mesomorph,1,athletic
66,187,83,Mesomorph,1,athletic
60,196,86,Mesomorph,1,athletic
53,178,84,Mesomorph,1,athletic
75,185,91,Mesomorph,1,athletic
30,185,77,Mesomorph,1,athletic
69,184,77,Mesomorph,1,athletic
75,185,96,Mesomorph,1,athletic
49,185,85,Mesomorph,1,athletic
34,187,68,Mesomorph,1,athletic
58,177,94,Mesomorph,1,athletic
53,191,67,Mesomorph,1,athletic
72,162,79,Mesomorph,1,athletic
77,161,81,Mesomorph,1,athletic
63,192,78,Mesomorph,1,athletic
36,178,89,Mesomorph,1,athletic
70,162,91,Endomorph,2,round
45,188,82,Endomorph,2,round
52,177,85,Endomorph,2,round
60,179,98,Endomorph,2,round
28,173,75,Endomorph,2,round
48,193,95,Endomorph,2,round
66,190,80,Endomorph,2,round
65,199,93,Endomorph,2,round
56,177,98,Endomorph,2,round
53,189,72,Endomorph,2,round
47,184,79,Endomorph,2,round
40,178,70,Endomorph,2,round
36,167,112,Endomorph,2,round
29,187,95,Endomorph,2,round
32,167,81,Endomorph,2,round
48,190,83,Endomorph,2,round
60,162,94,Endomorph,2,round
54,162,77,Endomorph,2,round
54,181,112,Endomorph,2,round
32,176,73,Endomorph,2,round
46,195,97,Endomorph,2,round
67,176,76,Endomorph,2,round
